user_id:sp, total:   89
user_id:da, total:   36
user_id:ni, total:   19
user_id:ra, total:   18
user_id:ju, total:   14
user_id:ev, total:   13
user_id:as, total:   13
user_id:pt, total:   12
user_id:as, total:   11
user_id:gh, total:   11
user_id:ro, total:   10
user_id:lj, total:    9
user_id:da, total:    9
user_id:4q, total:    9
user_id:yj, total:    8
user_id:ia, total:    8
user_id:lo, total:    8
user_id:io, total:    7
user_id:mn, total:    7
user_id:pa, total:    7
user_id:sl, total:    7
user_id:ar, total:    7
user_id:yt, total:    7
user_id:yh, total:    7
user_id:mi, total:    7
user_id:to, total:    6
user_id:da, total:    6
user_id:li, total:    6
user_id:jd, total:    6
user_id:gu, total:    6
user_id:ta, total:    6
user_id:gi, total:    6
user_id:li, total:    5
user_id:hy, total:    5
user_id:co, total:    5
user_id:dr, total:    5
user_id:ya, total:    5
user_id:kw, total:    5
user_id:my, total:    5
user_id:im, total:    5
user_id:ge, total:    5
user_id:gu, total:    5
user_id:ca, total:    5
user_id:tc, total:    5
user_id:fl, total:    5
user_id:ni, total:    5
user_id:we, total:    4
user_id:si, total:    4
user_id:oo, total:    4
user_id:ka, total:    4
