user_id:dar, total:   77
user_id:spi, total:   55
user_id:dan, total:   19
user_id:ors, total:   15
user_id:and, total:   13
user_id:asc, total:   12
user_id:ges, total:   12
user_id:ivy, total:   11
user_id:hyu, total:   11
user_id:mal, total:    9
user_id:sas, total:    8
user_id:kim, total:    8
user_id:yti, total:    8
user_id:nek, total:    8
user_id:ior, total:    7
user_id:cld, total:    7
user_id:dal, total:    7
user_id:cho, total:    6
user_id:hel, total:    6
user_id:see, total:    6
user_id:liv, total:    6
user_id:pmp, total:    6
user_id:zjv, total:    6
user_id:fla, total:    6
user_id:jdh, total:    6
user_id:web, total:    6
user_id:alp, total:    5
user_id:ska, total:    5
user_id:tiz, total:    5
user_id:myf, total:    5
user_id:nou, total:    5
user_id:win, total:    5
user_id:kws, total:    5
user_id:lee, total:    5
user_id:fly, total:    5
user_id:ima, total:    5
user_id:bab, total:    4
user_id:ius, total:    4
user_id:can, total:    4
user_id:red, total:    4
user_id:loe, total:    4
user_id:heu, total:    4
user_id:inc, total:    4
user_id:wkd, total:    4
user_id:mir, total:    4
user_id:gom, total:    4
user_id:eof, total:    4
user_id:dop, total:    4
user_id:tar, total:    4
user_id:wan, total:    4
